Text;Size;;;Size;;
venendomi;1;;;1;;
digiuno»;1;;;1;;
tremante;1;;;1;;
fero;1;;;1;;
pessima;1;;;1;;
accennando;1;;;1;;
loto»;1;;;1;;
lanose;1;;;1;;
forti»;1;;;1;;
stilo;1;;;1;;
cigola;1;;;1;;
“buon;1;;;1;;
braccio;1;;;1;;
vas;1;;;1;;
michele;1;;;1;;
smalto;1;;;1;;
gorgo;1;;;1;;
distrutte;1;;;1;;
fannomi;1;;;1;;
polsi;1;;;1;;
accidïoso;1;;;1;;
dipartita»;1;;;1;;
noccia;1;;;1;;
spendio;1;;;1;;
conviene;1;;;1;;
gordo;1;;;1;;
feroce;1;;;1;;
eraclito;1;;;1;;
segnore»;1;;;1;;
nocchi;1;;;1;;
spera;1;;;1;;
tragetto;1;;;1;;
gusto;1;;;1;;
empireo;1;;;1;;
assettai;1;;;1;;
movien;1;;;1;;
feroci;1;;;1;;
legista;1;;;1;;
appasta;1;;;1;;
addur;1;;;1;;
dileguò;1;;;1;;
tombe;1;;;1;;
antichi;1;;;1;;
pieghi;1;;;1;;
corca»;1;;;1;;
sostenne;1;;;1;;
appar;1;;;1;;
piaci»;1;;;1;;
vermena;1;;;1;;
ven;1;;;1;;
venendo;1;;;1;;
belletta;1;;;1;;
argenti;1;;;1;;
gittansi;1;;;1;;
satisfaccia;1;;;1;;
esse;1;;;1;;
este;1;;;1;;
istava;1;;;1;;
qualità;1;;;1;;
dïogenès;1;;;1;;
seguiva;1;;;1;;
«alma;1;;;1;;
porsila;1;;;1;;
terminava;1;;;1;;
sgridò;1;;;1;;
speme;1;;;1;;
figurarlo;1;;;1;;
accostai;1;;;1;;
ficcar;1;;;1;;
convertì;1;;;1;;
commessa»;1;;;1;;
spene;1;;;1;;
accorgo;1;;;1;;
ricordo;1;;;1;;
grava;1;;;1;;
trema;1;;;1;;
opra;1;;;1;;
grave;1;;;1;;
poder;1;;;1;;
francia;1;;;1;;
averei;1;;;1;;
avien;1;;;1;;
ricorda;1;;;1;;
soavemente;1;;;1;;
omicide;1;;;1;;
perigliosa;1;;;1;;
miglior;1;;;1;;
eccede;1;;;1;;
volgemmo;1;;;1;;
inchinassi;1;;;1;;
nominanza;1;;;1;;
testé;1;;;1;;
orsatti;1;;;1;;
rapina;1;;;1;;
viste;1;;;1;;
viv;1;;;1;;
goda»;1;;;1;;
visto;1;;;1;;
pietosa;1;;;1;;
visaggio;1;;;1;;
gissi;1;;;1;;
lumera;1;;;1;;
verdissime;1;;;1;;
sonni;1;;;1;;
correndo;1;;;1;;
uscissimo;1;;;1;;
uscinci;1;;;1;;
insino;1;;;1;;
faran;1;;;1;;
ingannate;1;;;1;;
cotta;1;;;1;;
rattento;1;;;1;;
piangeva;1;;;1;;
elegge;1;;;1;;
pesci;1;;;1;;
cola»;1;;;1;;
«sòstati;1;;;1;;
figliuol»;1;;;1;;
periglio;1;;;1;;
ripresi;1;;;1;;
canzon;1;;;1;;
assalita»;1;;;1;;
ristrinse;1;;;1;;
scontrati;1;;;1;;
femmo;1;;;1;;
grazïa;1;;;1;;
teste;1;;;1;;
toppo;1;;;1;;
lussurïosa;1;;;1;;
turbo;1;;;1;;
turba;1;;;1;;
turbe;1;;;1;;
capaneo;1;;;1;;
testo;1;;;1;;
narrate;1;;;1;;
vedesti;1;;;1;;
maladetti;1;;;1;;
vantaggio;1;;;1;;
maladette;1;;;1;;
ringrazio;1;;;1;;
socrate;1;;;1;;
orfeo;1;;;1;;
assetta;1;;;1;;
eritón;1;;;1;;
riconosciuto;1;;;1;;
lombardi;1;;;1;;
encoding;1;;;1;;
rovente;1;;;1;;
volume;1;;;1;;
casto;1;;;1;;
podesta;1;;;1;;
labbra;1;;;1;;
raggio;1;;;1;;
scuffa;1;;;1;;
nobile;1;;;1;;
piangere;1;;;1;;
nazion;1;;;1;;
picciol;1;;;1;;
comandato;1;;;1;;
vissi;1;;;1;;
privati;1;;;1;;
rëa;1;;;1;;
spiega»;1;;;1;;
perverso;1;;;1;;
nota»;1;;;1;;
propinqua;1;;;1;;
caccianemico;1;;;1;;
rapaci;1;;;1;;
nasconde»;1;;;1;;
lieti;1;;;1;;
«domandal;1;;;1;;
largito;1;;;1;;
rotto;1;;;1;;
accoscia;1;;;1;;
urli;1;;;1;;
vuoi;1;;;1;;
rotte;1;;;1;;
comune;1;;;1;;
sepulcro;1;;;1;;
«gerïon;1;;;1;;
anassagora;1;;;1;;
sepulcri;1;;;1;;
dispetti;1;;;1;;
release;1;;;1;;
«onorate;1;;;1;;
concedette;1;;;1;;
cionca;1;;;1;;
leggeri»;1;;;1;;
turno;1;;;1;;
dovre;1;;;1;;
semenza»;1;;;1;;
bontate;1;;;1;;
lieve;1;;;1;;
miseramente;1;;;1;;
motto»;1;;;1;;
lieto;1;;;1;;
invio;1;;;1;;
sbarro;1;;;1;;
profonda;1;;;1;;
vïaggio;1;;;1;;
rispuosemi;1;;;1;;
coverta;1;;;1;;
pensava;1;;;1;;
soffi;1;;;1;;
medea;1;;;1;;
vangelista;1;;;1;;
cruda;1;;;1;;
pantan;1;;;1;;
crude;1;;;1;;
casso;1;;;1;;
coverto;1;;;1;;
forlì;1;;;1;;
moviti;1;;;1;;
pastori;1;;;1;;
nfiammati;1;;;1;;
busto;1;;;1;;
vedestù;1;;;1;;
tresca;1;;;1;;
frustato;1;;;1;;
riga;1;;;1;;
abito;1;;;1;;
appreser;1;;;1;;
alessio;1;;;1;;
tumulto;1;;;1;;
orrevol;1;;;1;;
serrando;1;;;1;;
guadagni;1;;;1;;
durerà;1;;;1;;
scoperta;1;;;1;;
serena»;1;;;1;;
bestemmiavano;1;;;1;;
deianira;1;;;1;;
rimani;1;;;1;;
cent;1;;;1;;
sembianti;1;;;1;;
scroscio;1;;;1;;
proposto;1;;;1;;
perdona;1;;;1;;
mercedi;1;;;1;;
«ond;1;;;1;;
ricadde;1;;;1;;
peggio;1;;;1;;
morde;1;;;1;;
ceraste;1;;;1;;
calle»;1;;;1;;
lancialotto;1;;;1;;
ceffo;1;;;1;;
cantica;1;;;1;;
popol;1;;;1;;
cascata;1;;;1;;
andai;1;;;1;;
permutasse;1;;;1;;
scoperchiata;1;;;1;;
morda;1;;;1;;
assanna»;1;;;1;;
sorella;1;;;1;;
fendea;1;;;1;;
toro;1;;;1;;
vieta»;1;;;1;;
pascendo;1;;;1;;
render;1;;;1;;
chiamaste;1;;;1;;
chiaro;1;;;1;;
vegne;1;;;1;;
vegna;1;;;1;;
proposta;1;;;1;;
intento;1;;;1;;
smarri;1;;;1;;
ingannò;1;;;1;;
quarta;1;;;1;;
ignoranza;1;;;1;;
cocea;1;;;1;;
dilli;1;;;1;;
silvïo;1;;;1;;
troncandosi;1;;;1;;
sovrasta;1;;;1;;
nicchia;1;;;1;;
amorosa;1;;;1;;
suoli;1;;;1;;
strade;1;;;1;;
incrocicchia;1;;;1;;
interminei;1;;;1;;
uscivan;1;;;1;;
sorrise;1;;;1;;
pentuta;1;;;1;;
età;1;;;1;;
nera;1;;;1;;
piene;1;;;1;;
lerci;1;;;1;;
raggiunge;1;;;1;;
barca;1;;;1;;
imborsa;1;;;1;;
quattro;1;;;1;;
«attienti;1;;;1;;
scurïada;1;;;1;;
mordesse;1;;;1;;
rima;1;;;1;;
cera;1;;;1;;
tinto;1;;;1;;
opizzo;1;;;1;;
falconiere;1;;;1;;
nuoce»;1;;;1;;
suona;1;;;1;;
fossero»;1;;;1;;
impetüoso;1;;;1;;
solvi»;1;;;1;;
mostrommi;1;;;1;;
coronato;1;;;1;;
ripe;1;;;1;;
mbocche;1;;;1;;
iosafàt;1;;;1;;
colto;1;;;1;;
tinte;1;;;1;;
incredibile;1;;;1;;
volga;1;;;1;;
perso;1;;;1;;
discendiamo;1;;;1;;
nganno;1;;;1;;
inganno;1;;;1;;
correnti;1;;;1;;
orgoglio;1;;;1;;
franchezza;1;;;1;;
«omè;1;;;1;;
colsi;1;;;1;;
persa;1;;;1;;
scaldata;1;;;1;;
inganni;1;;;1;;
prende;1;;;1;;
fastidiosi;1;;;1;;
sbigottir;1;;;1;;
inganna;1;;;1;;
sazie»;1;;;1;;
effetto;1;;;1;;
colmo;1;;;1;;
smorto;1;;;1;;
piero;1;;;1;;
“perch;1;;;1;;
figliastro;1;;;1;;
pianeta;1;;;1;;
tormentati;1;;;1;;
smorte;1;;;1;;
gira;1;;;1;;
neun;1;;;1;;
parlerò;1;;;1;;
toglieva;1;;;1;;
giro;1;;;1;;
restai;1;;;1;;
incontr;1;;;1;;
taïde;1;;;1;;
venuta;1;;;1;;
trestizia;1;;;1;;
orazion;1;;;1;;
tocchin;1;;;1;;
minotauro;1;;;1;;
not;1;;;1;;
euclide;1;;;1;;
aggirata;1;;;1;;
isifile;1;;;1;;
foce;1;;;1;;
levante;1;;;1;;
scritto;1;;;1;;
rocca;1;;;1;;
suggella;1;;;1;;
rivolsesi;1;;;1;;
indurlo;1;;;1;;
rimbomba;1;;;1;;
compenso»;1;;;1;;
riso;1;;;1;;
dispiaccia;1;;;1;;
«così;1;;;1;;
calando;1;;;1;;
grazïoso;1;;;1;;
lontan;1;;;1;;
stucca»;1;;;1;;
rimbombo;1;;;1;;
ammorza;1;;;1;;
pullular;1;;;1;;
gita;1;;;1;;
fidanza;1;;;1;;
girando;1;;;1;;
disfatta;1;;;1;;
strale;1;;;1;;
give;1;;;1;;
volli;1;;;1;;
«dimmi;1;;;1;;
ravvolta;1;;;1;;
riguardommi;1;;;1;;
distorse;1;;;1;;
amara;1;;;1;;
tremesse;1;;;1;;
fessure;1;;;1;;
lezzo;1;;;1;;
disposizion;1;;;1;;
«colui;1;;;1;;
fessura;1;;;1;;
amaro;1;;;1;;
comandare;1;;;1;;
strame;1;;;1;;
noè;1;;;1;;
cerchie;1;;;1;;
unghiate;1;;;1;;
veloce;1;;;1;;
lordura;1;;;1;;
passai;1;;;1;;
faccio;1;;;1;;
confuse;1;;;1;;
eretto;1;;;1;;
colli;1;;;1;;
cerchia;1;;;1;;
colle;1;;;1;;
nodosi;1;;;1;;
vece;1;;;1;;
fosco;1;;;1;;
approccia;1;;;1;;
vagliami;1;;;1;;
aperta;1;;;1;;
freghi;1;;;1;;
saette;1;;;1;;
aperti;1;;;1;;
saetti;1;;;1;;
traendo;1;;;1;;
aperto;1;;;1;;
amato;1;;;1;;
volesse;1;;;1;;
trabocca;1;;;1;;
troppa;1;;;1;;
ricolto;1;;;1;;
metti;1;;;1;;
giostre;1;;;1;;
cintola;1;;;1;;
dici;1;;;1;;
stetti;1;;;1;;
feo;1;;;1;;
apersi;1;;;1;;
fer;1;;;1;;
slaccia;1;;;1;;
ignude;1;;;1;;
“non;1;;;1;;
logoro;1;;;1;;
cruna;1;;;1;;
temuta;1;;;1;;
‘anastasio;1;;;1;;
animose;1;;;1;;
giostra;1;;;1;;
ebbe”;1;;;1;;
padoan;1;;;1;;
maccabei;1;;;1;;
vacca;1;;;1;;
dier;1;;;1;;
discendiam;1;;;1;;
cortesia;1;;;1;;
«vegna;1;;;1;;
«già;1;;;1;;
dido;1;;;1;;
felli;1;;;1;;
richiama;1;;;1;;
fella;1;;;1;;
forcata;1;;;1;;
incontanente;1;;;1;;
rane;1;;;1;;
udiremo;1;;;1;;
sodisfeci;1;;;1;;
richiamo;1;;;1;;
tacque;1;;;1;;
fello;1;;;1;;
terrà;1;;;1;;
ab;1;;;1;;
cupido;1;;;1;;
ramo;1;;;1;;
sospecciar;1;;;1;;
avante»;1;;;1;;
vederlo;1;;;1;;
crudelmente;1;;;1;;
uscì;1;;;1;;
rame;1;;;1;;
salse;1;;;1;;
strinsi;1;;;1;;
folo;1;;;1;;
ello;1;;;1;;
prova;1;;;1;;
volto»;1;;;1;;
mosconi;1;;;1;;
verdura;1;;;1;;
avaccio;1;;;1;;
balìa;1;;;1;;
by;1;;;1;;
seppe;1;;;1;;
autorità;1;;;1;;
schiva;1;;;1;;
ca;1;;;1;;
vele;1;;;1;;
somme;1;;;1;;
silenzio;1;;;1;;
rabbuffa;1;;;1;;
magni;1;;;1;;
sommi;1;;;1;;
sembiar;1;;;1;;
dïonisio;1;;;1;;
cacciar;1;;;1;;
goccia;1;;;1;;
avventa;1;;;1;;
provo;1;;;1;;
spezzate;1;;;1;;
combattuto;1;;;1;;
commessi;1;;;1;;
language;1;;;1;;
ingombra;1;;;1;;
tacette;1;;;1;;
stormire;1;;;1;;
fecero;1;;;1;;
rari;1;;;1;;
cignesi;1;;;1;;
usura;1;;;1;;
appulcro;1;;;1;;
cristianesmo;1;;;1;;
carro;1;;;1;;
schiante;1;;;1;;
giusti;1;;;1;;
sentiero;1;;;1;;
schianta;1;;;1;;
rosta;1;;;1;;
fecesi;1;;;1;;
focina;1;;;1;;
perdé;1;;;1;;
«lano;1;;;1;;
soppressa;1;;;1;;
raccogli;1;;;1;;
renduta;1;;;1;;
ditel;1;;;1;;
incarcerato;1;;;1;;
for;1;;;1;;
rosso;1;;;1;;
gioverà;1;;;1;;
fiesolane;1;;;1;;
magrezza;1;;;1;;
félli;1;;;1;;
bruggia;1;;;1;;
incinse;1;;;1;;
rosse;1;;;1;;
potrai;1;;;1;;
tiene;1;;;1;;
rossi;1;;;1;;
noccia»;1;;;1;;
tafani;1;;;1;;
«per;1;;;1;;
mostrando;1;;;1;;
arrostarsi;1;;;1;;
venta;1;;;1;;
carte;1;;;1;;
torcendo;1;;;1;;
saettando;1;;;1;;
oltra;1;;;1;;
sganni;1;;;1;;
contraro;1;;;1;;
contrari;1;;;1;;
nfin;1;;;1;;
fori;1;;;1;;
conservi;1;;;1;;
focile;1;;;1;;
rase;1;;;1;;
cinghia;1;;;1;;
sensibilmente;1;;;1;;
empedoclès;1;;;1;;
venti;1;;;1;;
cinghio;1;;;1;;
limbo;1;;;1;;
stuolo»;1;;;1;;
portar;1;;;1;;
«buon;1;;;1;;
dogliose;1;;;1;;
consorti»;1;;;1;;
lurchi;1;;;1;;
oca;1;;;1;;
fra;1;;;1;;
sicheo;1;;;1;;
portai;1;;;1;;
cose»;1;;;1;;
impedir;1;;;1;;
«torna;1;;;1;;
vedervi;1;;;1;;
if;1;;;1;;
portan;1;;;1;;
pareva;1;;;1;;
ancise;1;;;1;;
aduggia;1;;;1;;
briga;1;;;1;;
is;1;;;1;;
traeva;1;;;1;;
genesì;1;;;1;;
potien;1;;;1;;
uditi;1;;;1;;
divalli;1;;;1;;
arsiccia;1;;;1;;
serpente;1;;;1;;
odi;1;;;1;;
udita;1;;;1;;
avvinghia;1;;;1;;
piega;1;;;1;;
panni;1;;;1;;
montai;1;;;1;;
fortezza;1;;;1;;
direte;1;;;1;;
fortezze;1;;;1;;
sanguigno;1;;;1;;
picchia;1;;;1;;
feceli;1;;;1;;
sguardo;1;;;1;;
cecina;1;;;1;;
orbi;1;;;1;;
ritornarci;1;;;1;;
burro;1;;;1;;
tutti»;1;;;1;;
fecemi;1;;;1;;
rimossa»;1;;;1;;
fue;1;;;1;;
udirà;1;;;1;;
becco;1;;;1;;
cantava;1;;;1;;
soccorri;1;;;1;;
raggiunsi;1;;;1;;
degna;1;;;1;;
lu;1;;;1;;
salva;1;;;1;;
spegne»;1;;;1;;
condanna;1;;;1;;
consolata;1;;;1;;
loderò;1;;;1;;
soperchiava;1;;;1;;
www;1;;;1;;
terza;1;;;1;;
rietro;1;;;1;;
entre;1;;;1;;
terze;1;;;1;;
soccorse;1;;;1;;
entri;1;;;1;;
stringe;1;;;1;;
mo;1;;;1;;
author;1;;;1;;
autunno;1;;;1;;
stringa;1;;;1;;
passarsi;1;;;1;;
burli;1;;;1;;
narro;1;;;1;;
guizzavan;1;;;1;;
soccorso;1;;;1;;
piegò;1;;;1;;
license;1;;;1;;
asconde;1;;;1;;
secolo;1;;;1;;
battesmo;1;;;1;;
savere;1;;;1;;
fóran;1;;;1;;
polveroso;1;;;1;;
landa;1;;;1;;
porta»;1;;;1;;
vassi;1;;;1;;
appresa;1;;;1;;
«più;1;;;1;;
apprese;1;;;1;;
girar;1;;;1;;
guizzava;1;;;1;;
cantare;1;;;1;;
fatiche;1;;;1;;
nobil;1;;;1;;
sostegno;1;;;1;;
cornuti;1;;;1;;
degni;1;;;1;;
udire;1;;;1;;
carlo;1;;;1;;
dispettoso;1;;;1;;
aonti;1;;;1;;
po;1;;;1;;
bonifazio;1;;;1;;
triegue;1;;;1;;
tignemmo;1;;;1;;
dipinti;1;;;1;;
sucide;1;;;1;;
ridico;1;;;1;;
sentimmo;1;;;1;;
permutazion;1;;;1;;
gittato;1;;;1;;
qualche;1;;;1;;
pugno;1;;;1;;
azzurro;1;;;1;;
serrame;1;;;1;;
negando;1;;;1;;
dipinta;1;;;1;;
case»;1;;;1;;
disposto»;1;;;1;;
carche;1;;;1;;
tulïo;1;;;1;;
tutto»;1;;;1;;
azzurra;1;;;1;;
nodi;1;;;1;;
veggia;1;;;1;;
nodo;1;;;1;;
inteso;1;;;1;;
atene;1;;;1;;
duole;1;;;1;;
belli;1;;;1;;
gregge;1;;;1;;
pianga;1;;;1;;
predon;1;;;1;;
segni;1;;;1;;
intese;1;;;1;;
piango;1;;;1;;
disiderio;1;;;1;;
salde;1;;;1;;
chiuder;1;;;1;;
ramicel;1;;;1;;
lontana;1;;;1;;
piacciati;1;;;1;;
vostr;1;;;1;;
«di;1;;;1;;
bestemmian;1;;;1;;
lontano;1;;;1;;
comedìa;1;;;1;;
salire;1;;;1;;
to;1;;;1;;
nfamia;1;;;1;;
gaetta;1;;;1;;
domandava;1;;;1;;
regina;1;;;1;;
country;1;;;1;;
spietate;1;;;1;;
spietati;1;;;1;;
«ei;1;;;1;;
batista;1;;;1;;
lici;1;;;1;;
orlo;1;;;1;;
monton;1;;;1;;
süa;1;;;1;;
xxiii;1;;;1;;
uo;1;;;1;;
«prima;1;;;1;;
avvenia;1;;;1;;
«fa;1;;;1;;
cenni;1;;;1;;
noia;1;;;1;;
tardar;1;;;1;;
tange;1;;;1;;
grandine;1;;;1;;
solve;1;;;1;;
«fu;1;;;1;;
mascelle;1;;;1;;
“tristi;1;;;1;;
fossato;1;;;1;;
spallacce;1;;;1;;
alleluia;1;;;1;;
penso»;1;;;1;;
solvi;1;;;1;;
pure;1;;;1;;
«quanto;1;;;1;;
«pur;1;;;1;;
percotendo;1;;;1;;
polsi»;1;;;1;;
privadi;1;;;1;;
riconobb;1;;;1;;
adona;1;;;1;;
annida;1;;;1;;
recalcitrate;1;;;1;;
drappo;1;;;1;;
org;1;;;1;;
nvidïosi;1;;;1;;
sogliare;1;;;1;;
drappi;1;;;1;;
«usciteci»;1;;;1;;
brame;1;;;1;;
battendosi;1;;;1;;
diviso;1;;;1;;
brama;1;;;1;;
forbi;1;;;1;;
pute;1;;;1;;
disïato;1;;;1;;
serrati;1;;;1;;
april;1;;;1;;
selvagge;1;;;1;;
terms;1;;;1;;
paurose;1;;;1;;
visser;1;;;1;;
«dunque;1;;;1;;
iscoia;1;;;1;;
lasciolla;1;;;1;;
«taci;1;;;1;;
segue;1;;;1;;
brago;1;;;1;;
acheronte»;1;;;1;;
fusto;1;;;1;;
nomi;1;;;1;;
parìs;1;;;1;;
sostegnon;1;;;1;;
puro;1;;;1;;
forca;1;;;1;;
«quando;1;;;1;;
splendor;1;;;1;;
rechiti;1;;;1;;
orsa;1;;;1;;
messa;1;;;1;;
triema;1;;;1;;
orizzonta;1;;;1;;
corrien;1;;;1;;
ammenda;1;;;1;;
sdegnosa;1;;;1;;
ripassossi;1;;;1;;
potrei;1;;;1;;
casca;1;;;1;;
copy;1;;;1;;
dare;1;;;1;;
sdegnoso;1;;;1;;
torneranno;1;;;1;;
spense»;1;;;1;;
guastatori;1;;;1;;
accesi»;1;;;1;;
dicon;1;;;1;;
parëa;1;;;1;;
congiunto;1;;;1;;
dovrebb;1;;;1;;
sporgo;1;;;1;;
nondimen;1;;;1;;
«ma;1;;;1;;
date;1;;;1;;
storse;1;;;1;;
«mi;1;;;1;;
ciacco;1;;;1;;
soccorrien;1;;;1;;
frate;1;;;1;;
create;1;;;1;;
fretta»;1;;;1;;
combusto;1;;;1;;
distribuendo;1;;;1;;
artigli;1;;;1;;
spelta;1;;;1;;
inanzi;1;;;1;;
core;1;;;1;;
lascio;1;;;1;;
roccia»;1;;;1;;
cossi;1;;;1;;
gia;1;;;1;;
cosse;1;;;1;;
notturno;1;;;1;;
prora;1;;;1;;
noti;1;;;1;;
dolorosi;1;;;1;;
ponente;1;;;1;;
scale;1;;;1;;
lino;1;;;1;;
arrivato;1;;;1;;
lucrezia;1;;;1;;
nota;1;;;1;;
cost;1;;;1;;
will;1;;;1;;
avëa;1;;;1;;
nominommi;1;;;1;;
intende;1;;;1;;
limo;1;;;1;;
scrofa;1;;;1;;
ntende;1;;;1;;
dolorose;1;;;1;;
alcuni;1;;;1;;
governo;1;;;1;;
sentenzia;1;;;1;;
sesta;1;;;1;;
carnaro;1;;;1;;
mantoani;1;;;1;;
autore;1;;;1;;
adunar;1;;;1;;
segreta;1;;;1;;
spanne;1;;;1;;
quartana;1;;;1;;
iulio;1;;;1;;
sormonti;1;;;1;;
segrete;1;;;1;;
whatsoever;1;;;1;;
«né;1;;;1;;
riddi;1;;;1;;
burchi;1;;;1;;
iulia;1;;;1;;
nnanzi;1;;;1;;
accatta;1;;;1;;
favelle»;1;;;1;;
face»;1;;;1;;
sera;1;;;1;;
«trova;1;;;1;;
rotelle;1;;;1;;
mantoana;1;;;1;;
molesta;1;;;1;;
tolomeo;1;;;1;;
prieghi»;1;;;1;;
innalzai;1;;;1;;
sollevando;1;;;1;;
chinò;1;;;1;;
gozzo»;1;;;1;;
«su;1;;;1;;
àncora;1;;;1;;
desse;1;;;1;;
colpa»;1;;;1;;
tempesta;1;;;1;;
sembianz;1;;;1;;
orazio;1;;;1;;
misere;1;;;1;;
adduce;1;;;1;;
tardo;1;;;1;;
compito»;1;;;1;;
strupo»;1;;;1;;
sottosopra;1;;;1;;
facesse;1;;;1;;
maestro»;1;;;1;;
scossi;1;;;1;;
ricuopra;1;;;1;;
tarda;1;;;1;;
veggiam;1;;;1;;
scostarsi;1;;;1;;
rècati;1;;;1;;
malebolge;1;;;1;;
basciò;1;;;1;;
nviluppata;1;;;1;;
ridir;1;;;1;;
scoppiava;1;;;1;;
lito;1;;;1;;
empi;1;;;1;;
stretti»;1;;;1;;
chiusero;1;;;1;;
torta;1;;;1;;
ferrigno;1;;;1;;
andrea;1;;;1;;
«va;1;;;1;;
manifestar;1;;;1;;
cuore;1;;;1;;
pal;1;;;1;;
pozza;1;;;1;;
cuori;1;;;1;;
facce;1;;;1;;
dubbiare;1;;;1;;
scendeva;1;;;1;;
facci;1;;;1;;
«male;1;;;1;;
piangëa;1;;;1;;
«mala;1;;;1;;
loquela;1;;;1;;
minore;1;;;1;;
voglio;1;;;1;;
minori;1;;;1;;
satisfatto;1;;;1;;
elezïone;1;;;1;;
chino;1;;;1;;
conca;1;;;1;;
serbolo;1;;;1;;
bivero;1;;;1;;
aquila;1;;;1;;
mezzo»;1;;;1;;
torrà;1;;;1;;
giunga;1;;;1;;
puoser;1;;;1;;
formata;1;;;1;;
ciglio;1;;;1;;
accolta;1;;;1;;
adiri;1;;;1;;
accolte;1;;;1;;
scendi;1;;;1;;
scende;1;;;1;;
gru;1;;;1;;
scendete;1;;;1;;
bronchi;1;;;1;;
bassa;1;;;1;;
china;1;;;1;;
bassi;1;;;1;;
onranza;1;;;1;;
verona;1;;;1;;
amendue;1;;;1;;
«corri;1;;;1;;
vincer;1;;;1;;
offense;1;;;1;;
sermone;1;;;1;;
scornati;1;;;1;;
marito;1;;;1;;
stoscio;1;;;1;;
sortito;1;;;1;;
dipigne;1;;;1;;
sermone»;1;;;1;;
procede;1;;;1;;
“vegna;1;;;1;;
scendere;1;;;1;;
aleppe;1;;;1;;
cauti;1;;;1;;
infanti;1;;;1;;
lago;1;;;1;;
larghe;1;;;1;;
costor;1;;;1;;
truono;1;;;1;;
traccia»;1;;;1;;
parleremo;1;;;1;;
ingozza;1;;;1;;
apparisce;1;;;1;;
sembiava;1;;;1;;
arli;1;;;1;;
mestieri;1;;;1;;
cresciuta;1;;;1;;
carnali;1;;;1;;
tosco;1;;;1;;
scorgere;1;;;1;;
tremoto;1;;;1;;
rivesta;1;;;1;;
diritto;1;;;1;;
guizzan;1;;;1;;
mentì;1;;;1;;
dilatate;1;;;1;;
xxi;1;;;1;;
vogl;1;;;1;;
rammarca;1;;;1;;
seguitando;1;;;1;;
«ciacco;1;;;1;;
ciberà;1;;;1;;
diritta;1;;;1;;
vedemmo;1;;;1;;
xxv;1;;;1;;
xxx;1;;;1;;
risonavan;1;;;1;;
«brievemente;1;;;1;;
guardando;1;;;1;;
anchise;1;;;1;;
diritti;1;;;1;;
discernea;1;;;1;;
acquacheta;1;;;1;;
conduca;1;;;1;;
almost;1;;;1;;
conduce;1;;;1;;
gridandosi;1;;;1;;
pia;1;;;1;;
veggion;1;;;1;;
vincia;1;;;1;;
pio;1;;;1;;
porre;1;;;1;;
giacea;1;;;1;;
abbraccia;1;;;1;;
accora;1;;;1;;
fiammeggiar;1;;;1;;
attuffare;1;;;1;;
allotta;1;;;1;;
armi;1;;;1;;
guerci;1;;;1;;
facultade;1;;;1;;
disio»;1;;;1;;
sovvenir;1;;;1;;
salimmo;1;;;1;;
dinne;1;;;1;;
racqueta;1;;;1;;
bizzarro;1;;;1;;
piacesse;1;;;1;;
marra»;1;;;1;;
indarno;1;;;1;;
intender;1;;;1;;
vole;1;;;1;;
brollo;1;;;1;;
muse;1;;;1;;
conforti;1;;;1;;
padoano;1;;;1;;
vola;1;;;1;;
brusciato;1;;;1;;
affettüoso;1;;;1;;
scapigliata;1;;;1;;
fronda;1;;;1;;
raccoscio;1;;;1;;
conven;1;;;1;;
morisse;1;;;1;;
gualdrada;1;;;1;;
attuffata;1;;;1;;
italian;1;;;1;;
muri;1;;;1;;
immolle;1;;;1;;
provede;1;;;1;;
biscazza;1;;;1;;
sproni;1;;;1;;
pelo;1;;;1;;
arra;1;;;1;;
confortarmi;1;;;1;;
sprona;1;;;1;;
abbaia;1;;;1;;
zanca;1;;;1;;
mpedisce;1;;;1;;
fabbro;1;;;1;;
succedette;1;;;1;;
ponesse;1;;;1;;
odono;1;;;1;;
marina;1;;;1;;
ordinò;1;;;1;;
muso;1;;;1;;
amante;1;;;1;;
ritroviam;1;;;1;;
giovinetta;1;;;1;;
arto;1;;;1;;
graffiati;1;;;1;;
poc;1;;;1;;
costa»;1;;;1;;
correva;1;;;1;;
potuto;1;;;1;;
fermammo;1;;;1;;
pon;1;;;1;;
intoppa»;1;;;1;;
duro»;1;;;1;;
pene;1;;;1;;
faceva;1;;;1;;
orecchia;1;;;1;;
arso;1;;;1;;
espresse;1;;;1;;
arsi;1;;;1;;
piaccia;1;;;1;;
costei;1;;;1;;
luminoso;1;;;1;;
«qua;1;;;1;;
dammiata;1;;;1;;
offeso;1;;;1;;
diserra;1;;;1;;
«fieramente;1;;;1;;
nacque;1;;;1;;
onorati;1;;;1;;
nacqui;1;;;1;;
dispersi»;1;;;1;;
“anzi;1;;;1;;
late;1;;;1;;
lati;1;;;1;;
falde;1;;;1;;
intelletto»;1;;;1;;
ardite;1;;;1;;
orecchie;1;;;1;;
lece»;1;;;1;;
azzolino;1;;;1;;
arbia;1;;;1;;
sferzati;1;;;1;;
basciommi;1;;;1;;
bocche;1;;;1;;
battezzatori;1;;;1;;
caorsa;1;;;1;;
posato;1;;;1;;
trattar;1;;;1;;
updated;1;;;1;;
etica;1;;;1;;
sogli;1;;;1;;
diroccia;1;;;1;;
sciolse;1;;;1;;
conte;1;;;1;;
diserto;1;;;1;;
allegra;1;;;1;;
andiam;1;;;1;;
ghiotto;1;;;1;;
